@relation 'project-crime-binary-weka.filters.supervised.instance.Resample-B0.0-S1-Z14.16-no-replacement-V-weka.filters.unsupervised.attribute.Remove-R7,9,14,38,44-50,78,93,96,99-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.supervised.instance.Resample-B0.0-S1-Z33.0-no-replacement-V-weka.filters.unsupervised.attribute.Remove-R1-2,5-9,11-12,14,16,18-24,26-34,36,38-39,41-56,60-62,64-65,67-86'

@attribute pctBlack numeric
@attribute pctWhite numeric
@attribute medIncome numeric
@attribute pctWdiv numeric
@attribute pctPubAsst numeric
@attribute medFamIncome numeric
@attribute persPoverty numeric
@attribute pctMaleDivorc numeric
@attribute pctFemDivorc numeric
@attribute pctKidsBornNevrMarr numeric
@attribute pctPersOwnOccup numeric
@attribute pctPopDenseHous numeric
@attribute pctSmallHousUnits numeric
@attribute pctHousOwnerOccup numeric
@attribute pctHousWOphone numeric
@attribute Class {0,1}

@data
1.7,94.42,44044,53.51,2.42,54566,466,8.06,9.98,0.99,70.33,1.19,46.59,61.96,0.28,1
17.32,76.3,51988,55.47,2.38,55131,181,5.78,10.12,1.12,73.97,1.91,38.38,75.66,0.79,1
2.66,55.96,36383,30.08,14.03,37332,1403,7.2,11.25,4.1,58.81,22.23,58.14,56.42,2.3,1
0.72,96.34,43929,50.41,1.99,48159,297,8.42,12.03,1.14,87.38,1.89,41.46,84.48,0.97,1
0.57,94.28,39014,48.71,3.13,43771,5543,9.97,13.71,1.57,76.05,1.66,30.1,72.76,1.55,1
0.07,98.05,25341,38.51,7.5,28303,1797,6.04,7.53,0.63,71.18,6.16,36.25,68.34,3.01,1
1.57,97.15,24536,44.54,6.19,30345,2248,9.08,12.52,0.78,67.29,1.17,45.3,64.26,5.23,1
1.28,92.1,40926,48.05,4.91,46387,1772,10.31,14.54,1.05,69.01,3.18,38.4,66.91,0.98,1
1.32,97.73,36979,55.4,3.92,41315,796,6.38,9.01,1.62,82.39,0.81,29.15,76.8,0.89,1
1.62,95.15,40505,50.24,4.16,46614,5135,9.25,12.01,1.82,62.46,1.59,51.12,57.71,3.73,1
0.34,95.51,24325,41.65,7.12,30017,1618,13.62,16.25,1.79,53.38,3.15,55.45,50.9,8.56,1
1.12,94.03,35140,44.19,7.91,39344,1805,10.89,14.39,1.27,66.2,4.77,46.2,63.3,2.11,1
12.43,84.12,35723,40.72,4.89,41907,3190,9.31,12.38,3.55,61.78,2.49,57.29,56.06,1.91,1
0.54,97.23,48864,55.57,3.66,54145,218,6.87,10.22,0.86,80.43,0.94,39.74,74.87,0.23,1
19.72,72.71,18870,34.81,9.62,24161,2267,11.66,15.39,2.57,58.22,6.88,50.32,58.94,14.51,1
0.51,97.97,27095,37.66,10.04,33263,1312,9.59,12.66,2.14,73.6,1.71,43.97,69.72,3.86,1
1.73,96.19,33107,52.29,3.67,40536,704,8.71,10.85,1.5,78.4,1.12,49.42,73,0.13,1
0.61,96.06,32708,48.9,9.91,42660,855,12.57,16.82,1.95,59.2,2.49,53.09,54.22,0.94,1
2.14,90.6,47029,53.63,1.54,54591,1826,8.34,11.8,1.17,72.72,1.36,55.97,65.16,0.32,1
12.6,86.59,25366,40.91,7.4,32414,2534,12.9,13.2,2.94,63.82,1.23,42.79,61.24,8.16,1
9.61,86.15,34825,43.03,6.11,38008,1144,10.21,14.5,5.93,58.79,2.31,63.7,53.91,2.23,1
11.86,74.07,35039,38.59,5.63,39941,10285,9.34,12.13,7.25,64.53,7.64,47.93,61.42,6.59,1
0.21,98.16,22257,46.94,7.73,28164,2192,7.56,9.72,0.92,78.16,1.17,49.04,72.96,2.86,1
0.93,97.24,66602,73.34,1.56,79278,207,5.73,7.46,0.07,87.52,0.24,30.9,83.73,0.5,1
3.84,66,31889,22.62,12.24,34200,5699,9.92,14.51,5.59,47.07,21.61,65.45,48.16,6.28,1
2.43,55.56,32684,18.66,13.71,33029,10727,7.28,12.04,7.15,59.01,37.49,60.31,60.12,5.61,1
1.6,96.47,46654,60.97,1.51,51420,540,5.85,9.51,0.42,82,0.56,24.3,76.75,0.25,1
0.92,97.11,24674,41.59,9.42,32156,4702,11.36,16.33,2.94,52.91,1.29,55.12,48.47,3.91,1
5.26,94.08,21688,36.17,12.39,26443,4626,11.23,13.8,4.37,66.48,1.45,44.54,64.26,5.1,1
1.59,96.89,36469,42.25,2.54,40497,655,6.15,9.24,1.89,87.45,1.01,30.49,87.87,1.46,1
14.11,76.21,36376,42.98,9.15,43305,20436,7.24,10.87,6.18,46.77,6.85,63.64,43.54,5.54,1
0.33,98.5,53058,62.41,2.83,59483,280,4.42,7.6,0.03,90.71,0.43,19.74,89.04,0.09,1
0.22,98.39,32073,52.32,2.97,37789,643,5.66,8.91,0.87,77.71,1.05,40.51,70.68,0.92,1
1.56,93.69,51524,51.66,1.32,54356,498,6.21,8.52,1.89,89.02,1.12,25.3,87.2,0.82,1
2.45,93.6,21380,38.65,15.24,28038,6967,10.83,14.05,2.52,70.96,1.65,44.89,67.48,4.81,1
24.63,73,36995,42.77,4.16,41144,1174,8.64,16.2,3.72,70.95,1.63,44.74,69.66,1.03,1
15.02,79.03,32633,37.44,6.96,38709,1492,8.68,12.17,7.22,62.42,4.24,46.54,59.52,6.97,1
0.92,96.35,49143,64,1.98,52531,1165,5.19,6.42,0.32,88.77,0.45,16.76,86.08,0.35,1
3.77,81.7,50268,45.48,5.8,55790,1714,9.61,12.89,2.09,77.97,4.48,33.91,76.18,1.23,1
17.03,82.03,14423,32.47,20.54,19079,2630,11.18,14.44,5.35,52.67,1.28,56.95,50.64,5.57,1
1,89.44,33951,50.18,3.35,41483,3402,10.56,16.23,1.62,53.75,2.76,53.51,46.98,1.57,1
1.55,96.9,50714,65.6,3.72,56769,302,6.46,8.63,0.36,84.09,0.57,31.66,80.12,1.05,1
2.64,92.83,42453,45.43,1.52,53532,1545,11.04,14.9,1.12,64.87,2.09,44.75,54.96,1.75,1
4,94.2,42044,45.54,5.09,47492,1261,6.47,9.46,1.25,78.56,1.68,37.94,73.2,1.34,1
0.24,96.06,26974,39.62,5.79,30683,1320,9.61,13.14,1.06,60.04,4.16,45.39,58.7,4.78,1
0.37,96.65,118456,78.44,1.06,139008,182,3.25,6.42,0,90.94,0.33,15.01,87.77,0,1
0.18,98.8,40982,49.86,3.93,44185,1004,7.07,8.75,0.91,89.98,1.3,21.43,88.24,1.39,1
0.25,98.87,29549,41.65,4.15,34061,680,10.68,14.6,1.67,66.32,1.29,53.95,60.86,2.53,1
3.37,69.91,19899,21.94,13.05,22103,4021,10.35,14.36,2.35,60.11,9.64,50.28,58.39,15.91,1
0.52,98.11,38868,50.22,5.43,44004,983,8.93,10.92,2.19,81.14,1.46,42.85,76.21,0,1
0.41,94.65,45892,65.77,0.73,53342,460,9.63,15.57,0.32,75.61,1.36,30.49,75.35,0.87,1
0.54,94.18,62420,70.06,2.04,70618,278,4.13,7.31,0.38,81.13,0.64,25.71,75.52,0.52,1
6.05,92.03,25221,33.31,10.25,30720,1609,11.45,16.4,1.99,60.79,1.32,46.19,59.03,9.27,1
8.05,91.51,31726,55.24,3.35,37930,390,5.68,7.85,0.72,92.63,1.03,45.55,92.75,0.31,1
0.27,97.48,110550,70.94,2.3,121549,388,5.79,7.02,0.19,95.78,0.19,6.17,95.37,0.05,1
2.01,95.12,49229,60.18,4.15,55995,948,6.13,9.28,0.9,73.89,0.82,40.15,66.78,0.28,1
6.27,69.77,32711,30.9,9.27,37026,5862,13.81,17.89,5.16,40.38,14.08,71.3,39.56,3.5,1
0.53,38.18,23819,10.17,15.54,23308,10875,6.26,12.46,9.09,20.98,59.49,85.9,22.52,10.34,1
1.04,97.73,45397,44.21,5.68,50681,508,6.39,9.81,1.15,85.63,0.95,29.87,81.84,0.79,1
0.84,97.32,64538,71.87,1.92,73154,328,5.14,7.81,0.46,85.75,0.44,24.71,81.9,0.03,1
1.59,86.83,50859,56.32,3.17,63718,1123,9.54,13.29,1.26,65.18,3.26,46.66,58.31,0.7,1
0.83,95.53,53488,67.46,2.73,61046,883,4.78,7.63,0.31,65.04,0.69,41.74,59.59,0.33,1
2.34,95.43,30896,33.58,3.95,34893,1215,10.53,14.59,1.15,68.24,2.89,38.93,68.95,4.93,1
0.62,35.44,29770,28.07,17.5,30905,10149,6.57,10.97,5.27,46.02,35.92,69.7,49.32,3.2,1
3.91,90.9,45303,58.19,1.48,52913,809,8.46,11.14,0.68,69.7,1.73,34.79,63.13,1.72,1
4.7,94.74,16810,31.86,13.24,23064,2162,10.31,14.13,1.95,58.97,1.39,52.62,57.22,10.45,1
4.14,95.21,28261,50.13,6.22,34117,2081,8.19,10.28,1.14,75.98,0.81,38.82,72.53,3.22,1
2.83,93.93,45828,50.73,1.75,50727,587,8.58,10.73,1.12,63.49,1.37,53.15,52.52,0.78,1
20.29,64.86,20743,26.89,8.61,25788,2881,8.62,12.47,1.79,60.31,8.98,48.39,62.86,13.32,1
4.19,83.92,45713,54.39,3.68,51311,815,5.49,8.43,0.86,76.03,3.35,39.9,71.08,0.68,1
0.82,97.15,35545,46.81,4.68,44361,1945,6.78,9.69,1.26,60.14,1.13,43.47,57.88,1.63,1
14.88,84.64,24966,42.02,5.08,30582,1626,12.21,14.08,2.03,73.03,1.51,44.16,69.67,3.42,1
1.04,98.45,23028,59.46,3.56,27576,1677,3.97,4.76,0.51,92.72,0.52,74.79,93.14,0.81,1
0.16,98.49,36693,53.73,4.67,41298,630,7.37,12.05,0.43,88.12,1.3,31.45,85.18,0.23,1
0.13,99.05,25040,46.07,8.32,32219,1273,8.25,8.98,1.66,67.72,0.85,50.36,60.65,4.93,1
0.18,93.51,20189,40.14,7.1,24650,1691,10.06,11.92,1.85,63.92,2.5,51.36,61.01,7.92,1
0.57,98.37,46301,58.57,3.18,54210,419,6.68,9.23,0.91,85.63,0.75,34.92,82.13,0.5,1
0.13,96.39,31262,41.25,5.2,33459,6012,3.91,7.67,0.35,73.33,6.51,30.55,67.87,1.75,1
1.95,92.19,27235,40.66,3.93,32578,1628,9.76,15.19,1.15,65.91,2.29,47.29,64.83,3.99,1
0.5,98.95,46932,43.92,5.15,51033,593,6.02,8.93,0.68,92.49,1.2,24.3,88.96,0.75,1
1.27,96.04,53761,58.63,1.07,59517,464,6.6,9.56,0.89,80.43,1.2,34.18,74.98,0.65,1
1.42,95.82,30565,54.47,5.39,37949,1111,8.11,10.21,1.5,71.09,0.9,43.66,63.68,0.5,1
1.21,96.68,42235,56.3,2.68,44844,466,5.42,7.11,0.79,88.96,0.58,21.42,86.34,0.84,1
17.23,79.02,50228,56.42,2.44,55400,660,7.52,10.21,1.3,83.32,0.99,30.62,79.72,0.33,1
3.53,95.57,48125,68.07,1.49,59336,646,4.63,9.13,0.85,81.6,0.74,24.25,76.65,0.15,1
1.19,74.64,20810,32.35,15.74,23587,2552,9.87,15.09,3.93,62.04,10.86,69.57,67.17,4.77,1
0.44,98.73,34466,45.51,3.1,40134,472,8.75,12.55,0.66,71.61,1.01,42.88,66.78,3.7,1
0.11,96.67,28223,48.51,4.75,35876,4631,7.28,10.11,1.3,69.32,1.38,45.97,60.72,2.22,1
4.27,87.43,18592,53.52,3.69,35617,9930,2.92,5.67,1.8,34.37,1.83,52.12,31.6,2.67,1
41.49,55.61,47853,56.18,3,56541,781,7.31,11.33,4.32,82.79,1.57,36.97,77.79,0.28,1
2.39,91.74,84441,73.54,1.49,96127,597,4.48,6.68,0.21,93.12,0.46,17.19,90.34,0.2,1
4.3,89.06,39822,56.06,3.67,50419,2549,6.73,9.51,1.36,63.7,1.98,56.8,54.82,0.72,1
0.75,93.6,40417,47.36,6.22,45433,1065,9.64,13.66,1.06,68.76,2.99,34.74,66.93,1.18,1
0.72,97.01,42658,52.15,1.3,48613,677,8.01,9.57,0.38,74.58,1.35,47.31,66.28,1.01,1
5.26,91.28,36431,50.77,2.63,41827,3252,8.16,12.53,1.81,78.44,2.95,63.74,76.79,0.33,1
0.36,93.48,29784,34.2,6.95,33389,1641,10.77,12.26,1.96,77.03,3.43,35.45,74.47,6.11,1
4.66,94.22,13109,43.47,2.71,34564,3538,3.21,5.22,1.18,37.48,2.12,68.37,34.07,1.75,1
4.08,84.07,26111,38.01,5.49,32035,2306,9.87,9.69,1.94,74.1,4.7,50.24,73.22,9.19,1
0.63,97.12,34255,56.29,1.94,40414,797,10.14,10.7,0.84,73.47,2.3,48.96,74.05,1.86,1
0.1,98.24,38346,55.7,4.76,41917,1780,4.99,8.76,0.43,80.83,2.81,27.18,76.42,1.01,1
1.18,90.88,72369,62.31,1.28,78453,78,4,4.95,0.51,93,0.54,13.12,91.42,0.23,1
0.41,98.7,53045,65.73,1.85,56219,358,3.61,5.95,0.46,93.45,0.24,12.34,91.75,0.3,1
2.93,90.16,26405,45.32,4.75,33145,2782,9.07,12.24,1.21,71.9,1.98,48.54,70.01,6.79,1
1.35,94.37,67833,62.6,1.66,72634,183,5.36,6.65,0.29,92.11,0.48,21.75,90.65,0.32,1
12.24,87.1,40633,46.66,3.05,46623,804,6.35,11.14,1.86,82.26,2.17,27.71,79.1,0.72,1
0.31,59.28,31605,32.68,11.21,35788,3013,7.84,12,3.51,54.75,20.85,58.03,58.56,4.25,1
0.52,92.62,27182,44.72,9.01,34973,2460,9.89,12.38,1.6,74.61,4.39,61.03,76.81,2.51,1
1.62,90.33,69695,65.77,1.87,86126,567,4.37,8.12,0.61,75.25,1.22,30.48,71.63,0.22,1
0.5,98.67,32141,49.59,5.47,38067,1202,7.69,10.44,0.65,75.79,0.8,34.66,71.14,2.1,1
1.59,96.96,70287,67.16,1.63,74736,227,3.38,6.17,0.45,93.74,0.21,5.93,92.93,0,1
0.63,97.81,38742,48.04,3.6,44680,2470,6.22,9,1.03,83.83,1.31,44.45,82.54,0.67,1
3.23,93.11,46057,49.01,3.02,52367,1076,6.32,8.41,1.61,76.48,1.22,44.28,71.32,0.52,1
4.72,92.84,41933,43.97,5,50080,808,10.84,8.29,1.62,75.57,1.6,39.07,68.56,1.46,1
1.6,92.63,63533,65.63,2.54,67323,520,4.94,7.06,1.29,87.5,1.19,22.27,85.53,0.45,1
3.21,93.44,35989,42.09,3.71,45050,790,11.13,13.07,1.68,56.14,2.59,43.62,56.17,2.41,1
1.08,96.2,63384,63.63,1.55,66569,179,4.59,6.68,0.57,92.33,1.15,14.61,91.78,0.15,1
1.08,82.3,27126,30.55,7.36,32697,1751,10.37,14.02,2.02,67.14,5.55,46.39,66.1,5.86,1
12.05,87,31938,36.92,2.06,40000,572,10.66,14.37,2.21,45.92,1.39,64.35,34.83,1.1,1
2.08,96.05,38261,47.72,3.69,45631,2610,8.31,11.25,1.86,67.9,1.42,50.81,62.44,2.1,1
0.46,98.78,34165,43.92,5.92,39668,1152,6.35,7.9,2.28,69.96,2.05,41.37,65.23,1.45,1
0.23,98.24,30870,49.43,4.73,37832,1141,5.6,7.8,1.42,79.57,1.18,36.74,72.69,3.1,1
22.95,74.55,39916,35.16,4.41,42378,2120,7.88,11.92,4.23,84.44,2.32,32.29,81.86,2.16,1
0.72,97.22,60054,63.17,1.72,65111,333,5.65,8.62,0.5,90.48,0.67,23.61,87.59,0.32,1
0.45,97.05,20184,49.1,3.94,30496,3037,4.19,6.95,1.73,55.64,1.76,56.6,48.36,2.59,1
0.79,98.28,44492,42.75,4,49259,399,6.48,9.64,0.97,79.72,0.95,31.5,74.68,1.15,1
0.91,97.25,26818,50.05,3.49,34101,640,8.45,9.98,1.03,72.12,1.09,46.34,64.85,0.66,1
4.94,90.6,40018,44.68,6.45,45435,4221,8.93,12.57,4.49,74.29,2.55,46.64,67.44,1.09,1
0.48,95.25,22517,49.99,4.81,29473,3354,11.07,13.71,1.06,65.93,2.56,59.55,64.6,7.46,1
0.94,91.3,54658,62.49,2.52,63337,713,9.48,12.87,0.58,75.92,1.98,44.78,72.37,0.56,1
2.67,93.79,38186,35.67,8.82,42455,2033,9.21,14.36,3.05,71.38,2.58,40.11,67.87,2.52,1
53.49,45.97,17682,21.8,16.32,23135,2679,11.66,16.48,9.57,61.71,5.3,41.01,60.3,8.92,1
0.78,96.6,50916,60.49,1.77,56332,810,6.04,7.46,0.79,88.1,0.72,24.91,82.36,0.48,1
0.41,97.09,45489,41.75,3.45,47908,427,7.75,8.63,1.81,85.17,1.33,28.32,82.03,0.87,1
0.77,94.1,65590,66.97,0.88,73741,325,5.47,7.74,0.54,86.6,0.8,23.59,83.73,0.21,1
1.75,82.59,35959,41.1,6.77,42138,7723,11.62,16.06,3.52,48.89,9.74,73.03,45.7,1.5,1
2.18,94.68,25943,36.3,4.92,30012,1390,9.39,11.1,2.01,75.42,3.26,35.9,75.56,7.46,1
0.16,97.46,33628,34.75,3.94,36092,1047,8.49,13.01,0.58,73.23,2.74,21.15,72.34,3.71,1
0.97,87.45,42487,56.23,2.15,55089,1236,11.09,14.37,1.29,55.47,4.49,67,47.63,0.79,1
22.56,76.34,26500,37.37,5.9,33182,3850,10.88,14.1,3.99,63.57,1.77,49.94,61.82,4.92,1
21.1,74.35,39618,40.37,5.6,44246,578,10.01,11.92,6.42,67.39,3.26,48.67,60.4,2.11,1
0.08,98.09,31633,38.18,6.51,33097,1142,5.62,7.08,0.56,81.8,7.3,25.53,79.16,3.32,1
4.6,92.63,30591,48.5,4.68,34344,1659,10.7,14.26,1.69,42.77,1.7,57.38,41.88,2.85,1
1.34,97.1,43861,39.74,5.66,47349,718,7.83,9.9,1.39,80.71,1.31,46.64,77.2,0.71,1
0.41,99.05,31503,56.52,5.42,37683,1302,7.02,8.17,0.73,84.34,0.56,32.85,79.88,1.22,1
1.45,72.98,47204,51.28,4.3,55678,6791,9.77,13.42,1.37,60.49,6.41,52.31,56.29,1.2,1
2.09,84.17,33488,39.92,6.61,40205,4572,9.03,12.56,3.89,45.58,7.47,70.41,39.98,2.07,1
1.6,86.34,48219,55.02,4.74,53295,2236,8.4,11.51,1.32,72.34,5.07,41.38,72.17,0.52,1
1.98,83.64,42489,45.51,6.01,50352,2059,13.73,18.98,2.35,50.33,5.93,59.79,47.03,0.61,1
0.93,98.35,28428,44.91,7.7,34695,1032,11.4,15.06,2.41,56.39,0.97,51.54,50.51,2.65,1
1.35,95.71,18423,39.3,7.98,23507,2203,13.88,14.14,0.72,67.45,1.88,53.32,65.61,8.98,1
0.11,97.85,42240,69.62,1.59,46208,238,3.25,4.27,0.26,96.59,0.37,5.89,96.36,0.13,1
2.51,90.8,23184,36.18,3.5,33815,1751,6.56,11.25,0.87,59.28,3.06,48.38,54.85,5.83,1
1.01,97.47,31177,51.63,3.19,33916,4391,8.06,10.38,0.57,74.62,1.66,37.67,75.11,1.3,1
4.2,93.96,50598,59.68,1.1,55048,188,6.84,8.88,0.36,77.28,0.59,32.67,70.59,0.93,1
1.18,89.76,45739,53.79,4.03,51019,4284,10.82,15.11,2.06,63.5,4.11,49.28,62.24,0.8,1
0.46,98.31,34588,42.38,6.19,38114,955,8.61,11.11,1.83,71.98,2.18,36.41,67.77,2.32,1
1.96,97.49,25547,35.91,7.84,31739,2633,10.56,13.3,2.08,70.79,1.25,42.6,65.12,3.98,1
1.42,94.91,44933,53.87,3.56,51322,421,7.68,9.85,1.26,65.52,1.74,46.37,59.46,0.16,1
4,76.72,26361,25.19,11.64,29342,6238,10.2,16.03,6.02,23.32,14.99,79.82,22.66,7.31,1
5.82,84.31,40268,42.52,5.42,44515,1586,6.78,8.72,3.95,72.64,4.29,40.48,70.82,2.61,1
2.2,95.06,20196,39.91,5.77,24743,1244,9.89,12.78,0.52,72.26,1.9,46.92,71.44,9.41,1
1.04,97.08,32321,46.39,4.8,39556,2040,7.82,10.19,0.98,69.01,1.38,55.79,59.32,1.06,1
3.73,93.69,44130,49.41,1.88,51424,782,8.12,10.72,0.77,70.97,3.03,36.17,68.35,4.55,1
0.29,95.4,23415,40.67,3.76,28758,2243,5.61,7.5,1.14,66.54,5.98,37.1,63.39,5.86,1
23.47,52.73,28655,29.32,7.86,30218,4019,8.48,13.7,5.13,34.08,14.61,54.14,37.99,2.85,1
0.11,47.7,24470,24.03,18.31,26185,3493,7.14,12.32,5.65,53.59,23.46,52.07,56.19,6.68,1
2.09,97.32,34978,51.21,3.99,38653,436,6.64,7.68,0.64,84.42,0.75,30.35,81.21,0.72,1
1.27,96.3,45424,65.18,3.23,53937,774,6.18,9.96,1.26,77.08,0.36,37.4,71.17,0.19,1
0.08,98.44,42032,53.74,2.86,46026,410,3.92,7.94,0.18,87.17,3.84,20.4,84.52,0.5,1
4.22,77.43,18617,28.13,16.66,23415,3853,10.04,15.21,8.05,26.29,7.74,58.51,23.71,13.13,1
8.12,91.25,23630,51.85,7.36,29015,2286,11.09,12.54,2.28,69.21,1.79,64.27,70.17,6.27,1
2.56,85.18,38124,36.13,3.8,41361,8701,9.5,13.85,1.97,69.93,6.23,44.13,67.7,4.66,1
0.24,97.58,52011,57.41,2.73,55525,233,6.03,7.27,1.05,89.35,1.22,28.27,85.36,0.42,1
0.13,98.62,46101,41.44,3.12,47161,252,6.44,6.7,0.97,97.24,1.66,12.71,96.49,0.14,1
0.39,98.11,34235,40.8,4.15,38708,771,9.65,13.69,2.37,74.73,1.85,47.72,69.04,1.8,1
31.59,66.91,17161,32.72,8.27,26184,4123,5.99,7.73,7.96,46.52,5.03,55.57,45.07,8.97,1
3.23,89.79,54432,63.57,2.46,61080,1723,5.28,7.94,0.61,88.21,0.93,25.71,84.1,0.17,1
27.41,70.67,35737,34.01,5.21,39093,13329,9.42,12.24,4.04,74.48,2.78,30.99,72.96,4.18,1
3.9,93.06,58250,62.7,1.79,64162,528,5.42,7.83,0.34,88.95,0.38,23.55,85.17,0.12,1
1.48,97.16,43937,52.41,3.92,48647,433,7.83,10.05,1.37,89.87,1.36,27.54,86.77,0.43,1
1.48,97.11,42026,44.08,4.28,45607,1111,8.86,9.82,1.25,78.65,2.3,38.65,76,2,1
3.12,89.61,28117,46.48,5.18,33624,5105,11.49,14.6,1.84,67.9,1.79,42.88,63.86,3.54,1
0.78,96.92,21344,44.66,4.57,28959,1453,8.66,8.92,1.91,69.08,1.35,51.94,61,4.54,1
0.24,98.4,49394,68.41,1.62,52752,569,5.17,6.29,0.63,89.21,0.74,23.76,84.63,0.29,1
3.94,93.77,37998,50.38,4.32,44353,925,5.74,7.92,1.28,73.17,3.27,37.01,71.28,0.87,1
0.9,97.62,42474,56.13,2.08,46660,730,7.48,8.57,0.43,74.36,0.81,40.9,72.11,1.33,1
5.29,92.35,51129,63.78,3.86,53505,339,3.84,5.97,0.67,96.1,0.84,9.6,95.74,0.42,1
0.21,97.61,25710,55.77,7.3,31250,1176,7.17,8.32,1.22,74.79,1.47,36.07,71.53,2.48,1
0.01,98.55,29023,33.83,4.31,31875,845,5.31,7.91,0.44,76.49,5.84,29.71,73.76,3.47,1
2.58,79.88,23483,35.37,5.75,29748,2020,11.93,16.23,1.27,64.9,2.69,48.35,63.34,8.02,1
3.52,95.95,17884,37.25,9.39,24305,3019,10.88,12.99,2.08,65.98,0.87,51.6,63.08,7.71,1
0.69,98.03,42549,44.73,5.63,46578,968,9.43,12.04,2.64,90.45,2.06,32.43,89.13,1.57,1
1.46,96.5,25324,45.35,5.67,30679,961,9.02,11.43,0.96,74.03,1.05,37.52,71.86,6.04,1
0.22,98.46,36532,56.81,3.27,43487,512,8.92,12.39,0.99,80.86,1.28,38.99,73.61,1.24,1
3.21,91.44,44218,69.59,0.84,71989,504,6.66,10.5,0.81,59.34,0.61,53.05,49.93,0.2,1
4.59,85.69,26875,35.53,6.31,28678,3733,8.49,12.27,2.63,56.93,6.47,39.93,54.82,5.17,1
12.22,83.06,22265,55.31,1.35,46917,3159,3.81,6.08,1.68,50.95,2.03,53.09,47.02,5.06,1
7.17,91.55,22894,33.29,8.61,28715,5054,10.62,13.99,3.1,58.41,2.31,49.64,55.06,8.66,1
1.85,76.18,50945,47.82,4.38,55735,3165,7.61,12.38,3.41,64.15,9.76,40.9,65.21,0.88,1
7.09,91.75,41489,63.61,2.78,49494,889,5.85,9.3,1,88.02,0.63,38.15,84.15,0.85,1
1.4,92.76,39905,53.95,3.23,48033,3327,6.72,8.98,1.16,66.1,2.13,51.65,60.81,1.54,1
17.14,81.71,36770,42.8,3.8,42144,1974,6.55,11.35,3.9,72.5,2.99,33.11,68.26,2.6,1
5.55,73.53,33554,39.21,8.51,36112,1674,11.04,15.79,3.4,43.18,13.74,57.69,47.06,1.34,1
1.7,97.7,20461,35.8,9.42,26550,6308,11.35,14.62,2.6,65.27,0.95,48.37,62.93,9.3,1
3.01,95.4,39215,48.02,4.33,45431,4812,8.27,11.61,1.86,77.23,1.87,45.52,71.39,1.3,1
3.86,94.87,38410,43.24,3.06,43531,1008,9.78,11.05,2.66,77.48,1.53,45.42,69.85,1.27,1
1.72,83.17,31699,31.89,11.05,36981,5173,10.45,15.61,2.63,56.64,5.66,45.79,53.18,1.57,1
0.39,98.9,40798,53.3,3.32,46214,565,7.16,10.33,0.82,79.03,1.07,40.14,76.84,0.71,1
1.4,82.99,46539,46.03,5.55,52164,8559,9,14.27,2.43,60.64,9.62,45.24,61.28,1.77,1
0.44,95.21,48483,67.37,1.14,52340,249,4.13,6.05,0.31,92.01,0.57,23.09,88.83,0.1,1
11.12,88.2,47517,39.46,2.88,51682,949,5.25,8.69,2.91,86.59,2.57,15.65,83.54,2.05,1
2.78,96.27,19017,15.81,17,22833,3188,7.48,10.66,2.04,76.95,12.05,46.57,74.78,12.08,1
0.73,96.33,30613,52.73,3.43,40020,1083,4.34,6.71,3.07,71.22,1.85,48.81,63.24,2.22,1
0.49,92.36,71274,75.53,1.54,81568,563,3.77,7.15,0.31,88.67,0.39,19.66,85.93,0.23,1
51.17,48.29,19030,26.9,16.98,24202,6584,11.39,14.58,10.42,54.05,5.72,47.91,52.71,11.82,1
54.83,10.58,24971,10.1,23.3,25699,24460,9.79,16.19,12.5,54.77,35.26,62.79,56.84,8.07,1
0.63,98.18,32733,51.46,3.84,39531,2258,12.5,14.43,1.77,58.72,1.22,57.57,52.33,4.43,1
2.66,93.63,69917,72.09,2.11,80184,497,9.03,8.57,0.38,82.25,0.37,25.94,77.97,0.11,1
0.51,96.35,75905,71,1.45,80614,273,2.98,5.37,0.31,93.27,0.38,12.02,92.43,0.36,1
1.53,90.72,44270,39.14,3.68,46683,1327,8.85,11.43,1.17,66.56,4.8,37.2,63.59,1.48,1
10.04,88.82,22291,37.96,5.56,30694,3895,7.1,9.85,2.76,59.73,1.96,47.81,55.06,6.27,1
2.03,91.38,42464,51.45,4.92,50134,634,6.61,9.38,2.15,62.65,2.92,54.47,54.22,0.81,1
7.95,82.42,51594,38.24,5.92,52659,973,8.43,12.03,3.46,82.83,6.06,22.51,82.4,2.5,1
6.99,91.52,26684,37.72,8.87,34317,1278,10.87,13.66,1.88,64.87,1.62,48.69,61.84,7.4,1
19.74,73.88,25197,32.02,5.5,26880,2578,9.08,13.25,1.59,56.35,4.08,47.67,53.16,8.38,1
17.13,36.2,21558,20.9,23.06,22358,1965,6.78,12.95,9.3,55.43,18.4,52.4,55.94,15.82,1
6.85,86.16,47790,61.52,4.04,58074,688,7.79,13.95,0.49,50.42,2.39,54.77,50.16,0.42,1
1.76,92.73,43172,56.62,3.15,51252,1365,6.29,8.45,0.54,75.24,1.37,47.35,67.33,0.54,1
1.9,88.68,25982,52.21,4.81,39769,11140,6.73,11.3,1.7,43.88,6.45,61.66,44.07,1.64,1
7.49,89.25,30287,39.9,3.82,32725,5428,9.62,12.86,1.43,67.42,2.79,38.6,66.83,2.71,1
1.18,96.5,36526,48.72,3.58,42390,1405,9.6,11.04,0.97,78.71,2.02,43.99,70.24,0.78,1
